Operation,Monet_Client_Time,PSQL_Client_Time
Q9_get_distinct_vessels_1250,1.007709208,13.589861708999933
Q10_get_distinct_vessels_2500,1.170657833,19.25527845800002
Q11_get_distinct_vessels_5000,1.2652483340000007,32.399069208000014
Q12_get_vessels_interval_45_days,0.11175870799999998,3.4176492079999434
Q13_get_vessels_interval_91_days,0.18612716700000043,4.459395290999964
Q14_get_vessels_interval_183_days,0.4301499159999995,7.259658875000014
Q15_get_vessels_polygon1_proj3035,26.558872499999993,6.03379762499992
Q16_get_vessels_polygon2_proj3035,28.24938262499998,7.95938270900001
Q17_get_vessels_polygon3_proj3035,3.0230057079999995,5.632035875000042
Q18_get_vessels_polygon4_proj3035,30.903748499999978,7.736158375000059
Q19_get_vessels_polygon5_proj3035,4.542087207999998,5.519122208999988
