Operation,Monet_Client_Time,PSQL_Client_Time
Q9_get_distinct_vessels_1250,0.6901127499999999,9.997864124999978
Q10_get_distinct_vessels_2500,0.7282717080000003,13.776202417000036
Q11_get_distinct_vessels_5000,0.7819415830000009,29.71033945800002
Q12_get_vessels_interval_45_days,0.1085515000000008,0.9842753750000384
Q13_get_vessels_interval_91_days,0.17545462500000042,0.9783272920000172
Q14_get_vessels_interval_183_days,0.3728965000000013,1.0024907920000032
Q15_get_vessels_polygon1_proj3035,31.00564858300001,2.6100283329999456
Q16_get_vessels_polygon2_proj3035,22.84955637499999,5.297822999999994
Q17_get_vessels_polygon3_proj3035,23.92817979199998,2.9675597500000777
Q18_get_vessels_polygon4_proj3035,20.61955274999997,6.020025832999977
Q19_get_vessels_polygon5_proj3035,25.716998958999966,2.629549083000029
All queries,126.97716512499991,75.97448545800012
